"GSE","GSM","tissue","type","platform","species","studyid"
"GSE84073","GSM2653837","Liver","Organoid","RNA-Seq","homo_sapiens","Ods012415"
"GSE84073","GSM2653838","Liver","Organoid","RNA-Seq","homo_sapiens","Ods012416"
"GSE92332","GSM4521364","Small Intestine","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE92332","GSM4521365","Small Intestine","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE92332","GSM2839461","Small Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods013100"
"GSE92332","GSM2839462","Small Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods013101"
"GSE92332","GSM2839463","Small Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods013102"
"GSE92332","GSM2839464","Small Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods013103"
"GSE93313","GSM2450835","Pancreas","Cell","RNA-Seq","mus_musculus",NA
"GSE93313","GSM2450836","Pancreas","Cell","RNA-Seq","mus_musculus",NA
"GSE93313","GSM2450837","Pancreas","Organoid","RNA-Seq","mus_musculus","Ods013155"
"GSE93313","GSM2450838","Pancreas","Organoid","RNA-Seq","mus_musculus","Ods013156"
"GSE94583","GSM2478807","Liver","Tissue","RNA-Seq","mus_musculus",NA
"GSE94583","GSM2478811","Liver","Tissue","RNA-Seq","mus_musculus",NA
"GSE94583","GSM2478815","Liver","Tissue","RNA-Seq","mus_musculus",NA
"GSE94583","GSM2478816","Liver","Tissue","RNA-Seq","mus_musculus",NA
"GSE94583","GSM2478823","Liver","Tissue","RNA-Seq","mus_musculus",NA
"GSE94583","GSM2478863","Liver","Tissue","RNA-Seq","mus_musculus",NA
"GSE94583","GSM2478860","Liver","Organoid","RNA-Seq","mus_musculus","Ods013212"
"GSE94583","GSM2478861","Liver","Organoid","RNA-Seq","mus_musculus","Ods013213"
"GSE94583","GSM2478862","Liver","Organoid","RNA-Seq","mus_musculus","Ods013214"
"GSE94583","GSM2478864","Liver","Organoid","RNA-Seq","mus_musculus","Ods013215"
"GSE94583","GSM2478865","Liver","Organoid","RNA-Seq","mus_musculus","Ods013216"
"GSE94583","GSM2478866","Liver","Organoid","RNA-Seq","mus_musculus","Ods013217"
"GSE95491","GSM2701724","Lymphoid Tissue","Cell","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2701725","Lymphoid Tissue","Cell","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2701726","Lymphoid Tissue","Cell","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2701727","Lymphoid Tissue","Cell","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2701728","Lymphoid Tissue","Cell","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2701729","Lymphoid Tissue","Cell","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2701730","Lymphoid Tissue","Cell","RNA-Seq","mus_musculus",NA
"GSE95491","GSM2515274","Lymphoid Tissue","Organoid","RNA-Seq","mus_musculus","Ods013266"
"GSE95491","GSM2515275","Lymphoid Tissue","Organoid","RNA-Seq","mus_musculus","Ods013267"
"GSE95491","GSM2515276","Lymphoid Tissue","Organoid","RNA-Seq","mus_musculus","Ods013268"
"GSE95491","GSM2515277","Lymphoid Tissue","Organoid","RNA-Seq","mus_musculus","Ods013269"
"GSE95491","GSM2515278","Lymphoid Tissue","Organoid","RNA-Seq","mus_musculus","Ods013270"
"GSE95491","GSM2515279","Lymphoid Tissue","Organoid","RNA-Seq","mus_musculus","Ods013271"
"GSE95491","GSM2515280","Lymphoid Tissue","Organoid","RNA-Seq","mus_musculus","Ods013272"
"GSE97882","GSM2579555","Cerebral cortex","Organoid","RNA-Seq","homo_sapiens","Ods013359"
"GSE97882","GSM2579557","Cerebral cortex","Organoid","RNA-Seq","homo_sapiens","Ods013361"
"GSE99291","GSM2640562","Colon","Tissue","RNA-Seq","mus_musculus",NA
"GSE99291","GSM2640563","Colon","Tissue","RNA-Seq","mus_musculus",NA
"GSE99291","GSM2640564","Colon","Tissue","RNA-Seq","mus_musculus",NA
"GSE99291","GSM2640565","Colon","Tissue","RNA-Seq","mus_musculus",NA
"GSE99291","GSM2640550","Colon","Organoid","RNA-Seq","mus_musculus","Ods013447"
"GSE99291","GSM2640551","Colon","Organoid","RNA-Seq","mus_musculus","Ods013448"
"GSE126798","GSM5430400","Liver","Tissue","RNA-Seq","homo_sapiens",NA
"GSE126798","GSM3613432","Liver","Organoid","RNA-Seq","homo_sapiens","Ods013807"
"GSE126798","GSM3613433","Liver","Organoid","RNA-Seq","homo_sapiens","Ods013808"
"GSE126798","GSM3613434","Liver","Organoid","RNA-Seq","homo_sapiens","Ods013809"
"GSE126798","GSM3613435","Liver","Organoid","RNA-Seq","homo_sapiens","Ods013810"
"GSE126798","GSM3613436","Liver","Organoid","RNA-Seq","homo_sapiens","Ods013811"
"GSE155498","GSM5527668","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods013944"
"GSE155498","GSM5527669","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods013945"
"GSE155498","GSM5527670","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods013946"
"GSE155498","GSM5527671","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods013947"
"GSE155498","GSM5527672","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods013948"
"GSE155498","GSM5527664","Bile duct","Cell","RNA-Seq","homo_sapiens",NA
"GSE155498","GSM5527665","Bile duct","Cell","RNA-Seq","homo_sapiens",NA
"GSE155498","GSM5527666","Bile duct","Cell","RNA-Seq","homo_sapiens",NA
"GSE155498","GSM5527667","Bile duct","Cell","RNA-Seq","homo_sapiens",NA
"GSE165309","GSM5030013","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE165309","GSM5030014","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE165309","GSM5030015","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE165309","GSM5030016","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods014083"
"GSE165309","GSM5030017","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods014084"
"GSE165309","GSM5030018","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods014085"
"GSE165309","GSM5030019","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods014086"
"GSE165309","GSM5030020","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods014087"
"GSE165309","GSM5030021","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods014088"
"GSE165309","GSM5030022","Stomach","Tissue","RNA-Seq","mus_musculus",NA
"GSE165309","GSM5030023","Stomach","Tissue","RNA-Seq","mus_musculus",NA
"GSE165309","GSM5030024","Stomach","Tissue","RNA-Seq","mus_musculus",NA
"GSE165309","GSM5030025","Stomach","Organoid","RNA-Seq","mus_musculus","Ods014089"
"GSE165309","GSM5030026","Stomach","Organoid","RNA-Seq","mus_musculus","Ods014090"
"GSE165309","GSM5030027","Stomach","Organoid","RNA-Seq","mus_musculus","Ods014091"
"GSE165309","GSM5030028","Stomach","Organoid","RNA-Seq","mus_musculus","Ods014092"
"GSE165309","GSM5030029","Stomach","Organoid","RNA-Seq","mus_musculus","Ods014093"
"GSE165309","GSM5030030","Stomach","Organoid","RNA-Seq","mus_musculus","Ods014094"
"GSE178263","GSM5386058","Kidney","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE178263","GSM5386059","Kidney","Organoid","scRNA-Seq(10X)","mus_musculus","Ods014396"
"GSE178263","GSM5386060","Kidney","Organoid","scRNA-Seq(10X)","mus_musculus","Ods014397"
"GSE181430","GSM5502238","Fetal salivary gland","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE181430","GSM5771829","Fetal salivary gland","Organoid","scRNA-Seq(10X)","mus_musculus",NA
"GSE181430","GSM5771830","Fetal salivary gland","Organoid","scRNA-Seq(10X)","mus_musculus",NA
"GSE186444","GSM5651840","Liver","Tissue","RNA-Seq","homo_sapiens",NA
"GSE186444","GSM5651841","Liver","Tissue","RNA-Seq","homo_sapiens",NA
"GSE186444","GSM5651842","Liver","Tissue","RNA-Seq","homo_sapiens",NA
"GSE186444","GSM5651843","Liver","Organoid","RNA-Seq","homo_sapiens","Ods014826"
"GSE186444","GSM5651845","Liver","Organoid","RNA-Seq","homo_sapiens","Ods014827"
"GSE198844","GSM5957793","Ureter","Cell","scRNA-Seq(10X)","homo_sapiens",NA
"GSE198844","GSM5957794","Ureter","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE202308","GSM6108255","Embryo","PSCs","scRNA-Seq(10X)","homo_sapiens",NA
"GSE202308","GSM6108256","Embryo","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE202308","GSM6108257","Embryo","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"E-MTAB-4868","ERR1474890","Midbrain","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474891","Midbrain","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474892","Midbrain","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474893","Midbrain","Organoid","RNA-Seq","homo_sapiens","Ods015483"
"E-MTAB-4868","ERR1474894","Midbrain","Organoid","RNA-Seq","homo_sapiens","Ods015485"
"E-MTAB-4868","ERR1474895","Midbrain","Organoid","RNA-Seq","homo_sapiens","Ods015487"
"E-MTAB-4868","ERR1474896","Midbrain","Organoid","RNA-Seq","homo_sapiens","Ods015489"
"E-MTAB-4868","ERR1474897","Midbrain","Organoid","RNA-Seq","homo_sapiens","Ods015491"
"E-MTAB-4868","ERR1474898","Midbrain","Organoid","RNA-Seq","homo_sapiens","Ods015493"
"E-MTAB-4868","ERR1474899","Midbrain","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474900","Midbrain","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474901","Midbrain","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474902","Midbrain","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474903","Midbrain","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474904","Midbrain","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474905","Midbrain","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474906","Midbrain","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474907","Midbrain","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-4868","ERR1474908","Midbrain","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870221","Lung","PSCs","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870222","Lung","PSCs","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870223","Lung","PSCs","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870200","Lung","Organoid","RNA-Seq","homo_sapiens","Ods015535"
"E-MTAB-6023","ERR2870201","Lung","Organoid","RNA-Seq","homo_sapiens","Ods015536"
"E-MTAB-6023","ERR2870202","Lung","Organoid","RNA-Seq","homo_sapiens","Ods015537"
"E-MTAB-6023","ERR2870218","Lung","Spheroid","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870219","Lung","Spheroid","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870220","Lung","Spheroid","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870193","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870194","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870195","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870209","Lung","Organoid","RNA-Seq","homo_sapiens","Ods015541"
"E-MTAB-6023","ERR2870210","Lung","Organoid","RNA-Seq","homo_sapiens","Ods015542"
"E-MTAB-6023","ERR2870211","Lung","Organoid","RNA-Seq","homo_sapiens","Ods015543"
"E-MTAB-6023","ERR2870212","Lung","Organoid","RNA-Seq","homo_sapiens","Ods015544"
"E-MTAB-6023","ERR2870213","Lung","Organoid","RNA-Seq","homo_sapiens","Ods015545"
"E-MTAB-6023","ERR2870214","Lung","Organoid","RNA-Seq","homo_sapiens","Ods015546"
"E-MTAB-6023","ERR2870196","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870197","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870198","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-6023","ERR2870199","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053529","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053530","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053531","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053532","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053533","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053534","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053535","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053536","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053537","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053538","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053539","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053540","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053541","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053542","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053543","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053544","Bile duct","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7569","ERR3053502","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015590"
"E-MTAB-7569","ERR3053503","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015591"
"E-MTAB-7569","ERR3053504","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015592"
"E-MTAB-7569","ERR3053505","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015593"
"E-MTAB-7569","ERR3053506","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015594"
"E-MTAB-7569","ERR3053507","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015595"
"E-MTAB-7569","ERR3053508","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015596"
"E-MTAB-7569","ERR3053509","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015597"
"E-MTAB-7569","ERR3053510","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015598"
"E-MTAB-7569","ERR3053511","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015599"
"E-MTAB-7569","ERR3053512","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015600"
"E-MTAB-7569","ERR3053513","Bile duct","Organoid","RNA-Seq","homo_sapiens","Ods015601"
"E-MTAB-7860","ERR3765712","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765713","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765714","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765715","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765716","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765717","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765718","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765719","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765760","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015649"
"E-MTAB-7860","ERR3765761","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015650"
"E-MTAB-7860","ERR3765762","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015651"
"E-MTAB-7860","ERR3765763","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015652"
"E-MTAB-7860","ERR3765764","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015653"
"E-MTAB-7860","ERR3765765","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015654"
"E-MTAB-7860","ERR3765766","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015655"
"E-MTAB-7860","ERR3765767","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015656"
"E-MTAB-7860","ERR3765776","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015673"
"E-MTAB-7860","ERR3765777","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015674"
"E-MTAB-7860","ERR3765778","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015675"
"E-MTAB-7860","ERR3765779","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015676"
"E-MTAB-7860","ERR3765780","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015677"
"E-MTAB-7860","ERR3765781","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015678"
"E-MTAB-7860","ERR3765782","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015679"
"E-MTAB-7860","ERR3765783","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015680"
"E-MTAB-7860","ERR3765784","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015697"
"E-MTAB-7860","ERR3765785","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015698"
"E-MTAB-7860","ERR3765786","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015699"
"E-MTAB-7860","ERR3765787","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015700"
"E-MTAB-7860","ERR3765788","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015701"
"E-MTAB-7860","ERR3765789","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015702"
"E-MTAB-7860","ERR3765790","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015703"
"E-MTAB-7860","ERR3765791","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015704"
"E-MTAB-7860","ERR3765720","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765721","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765722","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765723","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765724","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765725","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765726","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-7860","ERR3765727","Colon","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-11026","ERR7056412","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"E-MTAB-11026","ERR7056413","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"E-MTAB-11026","ERR7056414","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"E-MTAB-11026","ERR7056415","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015864"
"E-MTAB-11026","ERR7056416","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015866"
"E-MTAB-11026","ERR7056417","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015868"
"E-MTAB-11026","ERR7056418","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015870"
"E-MTAB-11026","ERR7056419","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015872"
"E-MTAB-11026","ERR7056420","Colon","Organoid","RNA-Seq","homo_sapiens","Ods015874"
"GSE108291","GSM2914994","Kidney","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE108291","GSM2914995","Kidney","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE108291","GSM2914996","Kidney","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE144553","GSM4288824","Lung","Organoid","scRNA-Seq(10X)","mus_musculus","Ods006778"
"GSE144553","GSM4304610","Lung","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE144553","GSM4304612","Lung","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE144553","GSM4304614","Lung","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE190565","GSM5725785","Lung","Cell","scRNA-Seq(10X)","mus_musculus",NA
"GSE190565","GSM5725786","Lung","Cell","scRNA-Seq(10X)","mus_musculus",NA
"GSE190565","GSM5725787","Lung","Cell","scRNA-Seq(10X)","mus_musculus",NA
"GSE190565","GSM5725789","Lung","Cell","scRNA-Seq(10X)","mus_musculus",NA
"GSE190565","GSM5725790","Lung","Organoid","scRNA-Seq(10X)","mus_musculus","Ods013683"
"GSE190565","GSM5725791","Lung","Organoid","scRNA-Seq(10X)","mus_musculus","Ods013684"
"GSE190565","GSM5725794","Lung","Organoid","scRNA-Seq(10X)","mus_musculus","Ods013685"
"GSE190565","GSM5725795","Lung","Organoid","scRNA-Seq(10X)","mus_musculus","Ods013686"
"GSE190565","GSM5725796","Lung","Organoid","scRNA-Seq(10X)","mus_musculus","Ods013687"
"GSE190565","GSM5725797","Lung","Cell","scRNA-Seq(10X)","mus_musculus",NA
"GSE190565","GSM5725798","Lung","Cell","scRNA-Seq(10X)","mus_musculus",NA
"GSE142431","GSM4227191","Small Intestine","Spheroid","scRNA-Seq(Drop-Seq)","mus_musculus",NA
"GSE115112","GSM3165452","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001077"
"GSE115112","GSM3165453","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001078"
"GSE115112","GSM3165454","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001079"
"GSE115112","GSM3165455","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001080"
"GSE115112","GSM3165464","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001089"
"GSE115112","GSM3165465","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001090"
"GSE115112","GSM3165466","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001091"
"GSE115112","GSM3165467","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001092"
"GSE115112","GSM3165468","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001093"
"GSE115112","GSM3165477","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001102"
"GSE115112","GSM3165478","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001103"
"GSE115112","GSM3165479","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001104"
"GSE115112","GSM3165480","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001105"
"GSE115112","GSM3165481","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001106"
"GSE115112","GSM3165490","Breast","Organoid","RNA-Seq","homo_sapiens","Ods001115"
"GSE52194","GSM1261033","Breast","Organoid","RNA-Seq","homo_sapiens","Ods011481"
"GSE52194","GSM1261034","Breast","Organoid","RNA-Seq","homo_sapiens","Ods011482"
"GSE52194","GSM1261035","Breast","Organoid","RNA-Seq","homo_sapiens","Ods011483"
"GSE99821","GSM2653595","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653596","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653597","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653601","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653602","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653603","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653607","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653608","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653609","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653613","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653614","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"GSE99821","GSM2653615","Colon","PSCs","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578743","Colon","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578744","Colon","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578749","Colon","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578750","Colon","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578752","Colon","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578753","Colon","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578754","Colon","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578755","Colon","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578756","Colon","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578757","Colon","Cell","RNA-Seq","homo_sapiens",NA
"E-MTAB-5015","ERR1578758","Colon","Cell","RNA-Seq","homo_sapiens",NA
"GSE164268","GSM5005488","Blood vessel","Organoid","RNA-Seq","homo_sapiens","Ods009386"
"GSE89475","GSM2373096","Blood vessel","Organoid","RNA-Seq","homo_sapiens","Ods012591"
"GSE89475","GSM2373098","Blood vessel","Organoid","RNA-Seq","homo_sapiens","Ods012593"
"GSE80538","GSM2130404","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130405","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130406","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130410","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130411","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130412","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130416","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130417","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130418","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130422","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130423","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE80538","GSM2130424","Brain","Spheroid","RNA-Seq","homo_sapiens",NA
"E-MTAB-9957","ERR5022068","Kidney","PSCs","RNA-Seq","homo_sapiens",NA
"E-MTAB-9957","ERR5022069","Kidney","PSCs","RNA-Seq","homo_sapiens",NA
"GSE148937","GSM4486307","Prostate","Cell","RNA-Seq","homo_sapiens",NA
"GSE148937","GSM4486308","Prostate","Cell","RNA-Seq","homo_sapiens",NA
"GSE148937","GSM4486297","Prostate","Tissue","RNA-Seq","homo_sapiens",NA
"GSE148937","GSM4486298","Prostate","Tissue","RNA-Seq","homo_sapiens",NA
"GSE148937","GSM4486299","Prostate","Tissue","RNA-Seq","homo_sapiens",NA
"E-MTAB-6490","ERR2303761","Retina","Cell","RNA-Seq","homo_sapiens",NA
"GSE145122","GSM4306931","Cerebral cortex","Spheroid","scRNA-Seq(10X)","homo_sapiens",NA
